id,date,city,temp_c,humidity,precipitation_mm,wind_speed_kmh,condition
129,2024-02-12,Harbor Town,10.9,30.4,0.0,15.3,Partly Cloudy
130,2024-02-13,Metro City,0.6,29.1,2.6,20.2,Rain
131,2024-02-13,Green Valley,13.2,58.1,2.4,14.8,Rain
132,2024-02-13,Harbor Town,15.3,39.3,0.0,20.8,Sunny
133,2024-02-14,Metro City,-3.4,33.5,0.0,26.3,Cloudy
134,2024-02-14,Green Valley,17.1,37.7,0.0,6.3,Partly Cloudy
135,2024-02-14,Harbor Town,5.6,31.4,0.0,7.1,Sunny
136,2024-02-15,Metro City,2.8,51.9,0.0,28.2,Sunny
137,2024-02-15,Green Valley,15.8,52.5,1.5,33.3,Sunny
138,2024-02-15,Harbor Town,8.0,28.8,0.0,15.3,Sunny
139,2024-02-16,Metro City,2.5,48.4,0.0,14.9,Sunny
140,2024-02-16,Green Valley,14.6,45.1,2.1,23.5,Rain
141,2024-02-16,Harbor Town,8.8,20.0,0.0,12.7,Cloudy
142,2024-02-17,Metro City,-0.6,43.1,0.0,9.7,Partly Cloudy
143,2024-02-17,Green Valley,6.8,32.4,0.2,4.7,Cloudy
144,2024-02-17,Harbor Town,10.3,20.3,0.0,4.3,Cloudy
145,2024-02-18,Metro City,6.0,36.6,0.0,15.8,Sunny
146,2024-02-18,Green Valley,9.1,33.2,0.0,24.7,Sunny
147,2024-02-18,Harbor Town,10.4,38.8,0.0,15.2,Sunny
148,2024-02-19,Metro City,5.8,44.9,1.7,11.3,Sunny
149,2024-02-19,Green Valley,8.8,28.5,0.0,20.9,Cloudy
150,2024-02-19,Harbor Town,11.6,34.2,0.0,10.8,Sunny
151,2024-02-20,Metro City,7.7,32.5,0.0,5.2,Cloudy
152,2024-02-20,Green Valley,8.1,49.6,0.0,13.2,Sunny
153,2024-02-20,Harbor Town,12.7,37.0,0.0,19.2,Sunny
154,2024-02-21,Metro City,7.3,39.5,0.0,5.3,Cloudy
155,2024-02-21,Green Valley,17.1,28.1,0.0,7.4,Sunny
156,2024-02-21,Harbor Town,10.8,26.1,0.0,25.5,Cloudy
157,2024-02-22,Metro City,4.6,40.1,0.0,34.6,Cloudy
158,2024-02-22,Green Valley,13.9,26.9,0.0,4.9,Partly Cloudy
159,2024-02-22,Harbor Town,9.7,25.8,0.2,16.2,Partly Cloudy
160,2024-02-23,Metro City,-0.7,34.0,0.0,22.1,Partly Cloudy
161,2024-02-23,Green Valley,14.1,25.2,0.0,11.5,Partly Cloudy
162,2024-02-23,Harbor Town,10.6,48.6,0.8,14.5,Cloudy
163,2024-02-24,Metro City,6.5,32.7,0.0,13.2,Sunny
164,2024-02-24,Green Valley,16.5,25.2,0.1,20.4,Sunny
165,2024-02-24,Harbor Town,7.0,31.3,0.0,11.4,Cloudy
166,2024-02-25,Metro City,7.9,38.3,0.0,14.7,Partly Cloudy
167,2024-02-25,Green Valley,18.0,30.9,0.8,14.7,Sunny
168,2024-02-25,Harbor Town,10.1,35.1,0.0,21.9,Sunny
169,2024-02-26,Metro City,7.2,27.7,0.0,22.8,Sunny
170,2024-02-26,Green Valley,20.3,34.7,0.0,17.5,Cloudy
171,2024-02-26,Harbor Town,7.9,47.7,0.0,16.3,Sunny
172,2024-02-27,Metro City,10.0,51.0,0.0,10.9,Sunny
173,2024-02-27,Green Valley,14.3,41.6,0.0,11.7,Cloudy
174,2024-02-27,Harbor Town,10.3,29.6,0.0,7.8,Sunny
175,2024-02-28,Metro City,8.4,56.2,0.0,13.0,Sunny
176,2024-02-28,Green Valley,11.7,43.3,0.0,11.4,Sunny
177,2024-02-28,Harbor Town,12.4,28.3,0.0,29.8,Cloudy
178,2024-02-29,Metro City,8.0,28.6,0.0,9.2,Partly Cloudy
179,2024-02-29,Green Valley,17.7,45.7,0.0,15.4,Sunny
180,2024-02-29,Harbor Town,12.0,37.0,0.0,2.8,Sunny
181,2024-03-01,Metro City,11.0,20.5,0.0,19.5,Sunny
182,2024-03-01,Green Valley,11.2,41.3,5.3,18.3,Rain
183,2024-03-01,Harbor Town,9.8,30.7,0.0,10.6,Sunny
184,2024-03-02,Metro City,6.9,38.4,0.0,16.1,Partly Cloudy
185,2024-03-02,Green Valley,8.8,22.4,0.0,25.4,Partly Cloudy
186,2024-03-02,Harbor Town,12.5,38.5,2.8,13.6,Rain
187,2024-03-03,Metro City,6.2,39.4,0.0,18.8,Partly Cloudy
188,2024-03-03,Green Valley,15.2,29.0,0.0,26.7,Sunny
189,2024-03-03,Harbor Town,13.5,26.8,0.0,2.6,Cloudy
190,2024-03-04,Metro City,10.3,41.6,1.3,16.8,Sunny
191,2024-03-04,Green Valley,14.9,23.4,0.0,1.7,Cloudy
192,2024-03-04,Harbor Town,11.7,20.0,0.0,12.8,Sunny
193,2024-03-05,Metro City,4.2,33.0,0.8,12.5,Partly Cloudy
194,2024-03-05,Green Valley,13.8,31.6,0.0,18.7,Sunny
195,2024-03-05,Harbor Town,16.3,47.3,1.1,10.5,Cloudy
196,2024-03-06,Metro City,5.2,40.9,0.6,14.5,Sunny
197,2024-03-06,Green Valley,14.5,45.6,0.0,26.1,Partly Cloudy
198,2024-03-06,Harbor Town,13.1,43.0,2.6,9.4,Rain
199,2024-03-07,Metro City,7.3,32.7,0.0,19.1,Partly Cloudy
200,2024-03-07,Green Valley,15.3,48.3,0.0,14.2,Sunny
201,2024-03-07,Harbor Town,13.4,34.9,0.0,27.5,Sunny
202,2024-03-08,Metro City,10.9,43.0,0.0,18.3,Partly Cloudy
203,2024-03-08,Green Valley,14.7,37.4,0.2,7.2,Cloudy
204,2024-03-08,Harbor Town,8.7,45.3,0.0,21.0,Cloudy
205,2024-03-09,Metro City,8.6,31.2,0.0,19.4,Sunny
206,2024-03-09,Green Valley,14.5,28.1,0.0,16.5,Cloudy
207,2024-03-09,Harbor Town,14.8,37.6,0.8,4.9,Partly Cloudy
208,2024-03-10,Metro City,9.1,27.0,0.0,1.7,Sunny
209,2024-03-10,Green Valley,18.8,27.5,0.0,15.3,Partly Cloudy
210,2024-03-10,Harbor Town,10.4,37.3,0.6,16.9,Partly Cloudy
211,2024-03-11,Metro City,7.8,20.9,1.7,18.6,Sunny
212,2024-03-11,Green Valley,14.2,45.6,0.0,17.3,Cloudy
213,2024-03-11,Harbor Town,12.7,49.9,0.0,21.9,Sunny
214,2024-03-12,Metro City,12.4,22.3,0.0,11.9,Sunny
215,2024-03-12,Green Valley,15.7,50.2,0.0,10.2,Sunny
216,2024-03-12,Harbor Town,15.4,39.9,0.0,9.2,Sunny
217,2024-03-13,Metro City,10.8,28.9,0.9,25.1,Cloudy
218,2024-03-13,Green Valley,16.2,35.1,0.0,13.6,Partly Cloudy
219,2024-03-13,Harbor Town,14.4,28.4,0.0,17.5,Sunny
220,2024-03-14,Metro City,9.3,62.3,0.0,11.1,Cloudy
221,2024-03-14,Green Valley,20.6,25.8,0.0,0.0,Partly Cloudy
222,2024-03-14,Harbor Town,11.3,33.9,0.0,10.9,Sunny
223,2024-03-15,Metro City,5.2,45.3,0.0,17.5,Partly Cloudy
224,2024-03-15,Green Valley,14.5,33.9,0.0,21.6,Sunny
225,2024-03-15,Harbor Town,16.0,44.7,6.9,11.9,Rain
226,2024-03-16,Metro City,12.9,39.4,0.5,12.9,Sunny
227,2024-03-16,Green Valley,14.6,29.1,0.0,26.3,Sunny
228,2024-03-16,Harbor Town,12.9,42.9,0.0,22.7,Sunny
229,2024-03-17,Metro City,7.2,52.7,0.0,20.7,Partly Cloudy
230,2024-03-17,Green Valley,17.9,40.7,0.0,26.3,Partly Cloudy
231,2024-03-17,Harbor Town,17.1,36.4,0.0,5.7,Cloudy
232,2024-03-18,Metro City,10.5,30.6,0.0,9.8,Sunny
233,2024-03-18,Green Valley,17.3,44.9,0.0,25.6,Partly Cloudy
234,2024-03-18,Harbor Town,12.3,40.9,0.0,13.5,Sunny
235,2024-03-19,Metro City,14.3,44.4,0.0,18.9,Partly Cloudy
236,2024-03-19,Green Valley,13.1,44.6,0.0,0.0,Sunny
237,2024-03-19,Harbor Town,15.6,43.4,2.8,20.2,Rain
238,2024-03-20,Metro City,11.4,20.0,0.0,21.7,Sunny
239,2024-03-20,Green Valley,20.5,37.4,0.0,6.9,Partly Cloudy
240,2024-03-20,Harbor Town,14.9,23.6,0.0,9.4,Partly Cloudy
241,2024-03-21,Metro City,15.0,42.3,0.0,15.7,Sunny
242,2024-03-21,Green Valley,19.0,20.0,7.7,22.3,Rain
243,2024-03-21,Harbor Town,15.9,30.4,0.0,16.6,Partly Cloudy
244,2024-03-22,Metro City,13.1,23.9,0.0,12.4,Sunny
245,2024-03-22,Green Valley,13.3,58.5,0.0,10.1,Sunny
246,2024-03-22,Harbor Town,11.4,27.1,0.0,22.0,Partly Cloudy
247,2024-03-23,Metro City,13.0,23.6,0.0,4.2,Sunny
248,2024-03-23,Green Valley,14.7,24.1,0.0,21.1,Sunny
249,2024-03-23,Harbor Town,16.1,43.0,5.2,23.3,Rain
250,2024-03-24,Metro City,8.9,56.5,0.0,18.2,Partly Cloudy
251,2024-03-24,Green Valley,18.5,25.3,0.1,19.8,Partly Cloudy
252,2024-03-24,Harbor Town,11.6,22.5,0.0,12.8,Cloudy
253,2024-03-25,Metro City,11.8,35.6,3.1,21.6,Rain
254,2024-03-25,Green Valley,17.1,44.8,0.0,1.9,Cloudy
255,2024-03-25,Harbor Town,19.8,38.7,0.0,21.1,Sunny
256,2024-03-26,Metro City,16.1,32.7,4.3,18.7,Rain
257,2024-03-26,Green Valley,18.3,46.1,1.7,13.8,Partly Cloudy
258,2024-03-26,Harbor Town,16.6,52.6,0.0,2.3,Sunny
259,2024-03-27,Metro City,14.9,29.4,0.0,21.5,Sunny
260,2024-03-27,Green Valley,18.5,20.2,0.5,24.7,Sunny
261,2024-03-27,Harbor Town,10.3,37.9,0.0,9.5,Sunny
262,2024-03-28,Metro City,16.5,43.6,0.0,6.1,Partly Cloudy
263,2024-03-28,Green Valley,23.1,38.7,1.8,11.5,Sunny
264,2024-03-28,Harbor Town,15.8,28.4,0.0,20.7,Sunny
265,2024-03-29,Metro City,14.9,29.5,0.0,13.4,Sunny
266,2024-03-29,Green Valley,22.0,47.0,0.0,10.5,Sunny
267,2024-03-29,Harbor Town,12.0,20.0,0.0,0.0,Sunny
268,2024-03-30,Metro City,14.3,29.1,0.0,13.3,Partly Cloudy
269,2024-03-30,Green Valley,19.4,36.1,0.0,13.6,Sunny
270,2024-03-30,Harbor Town,11.6,22.6,0.0,13.8,Partly Cloudy
271,2024-03-31,Metro City,8.1,28.9,0.0,11.7,Sunny
272,2024-03-31,Green Valley,17.6,29.3,2.5,16.9,Rain
273,2024-03-31,Harbor Town,15.4,36.2,4.3,18.6,Rain
274,2024-04-01,Metro City,12.5,47.3,0.0,10.1,Cloudy
275,2024-04-01,Green Valley,15.5,45.6,0.0,34.2,Cloudy
276,2024-04-01,Harbor Town,10.8,28.9,0.0,29.0,Cloudy
277,2024-04-02,Metro City,17.8,25.8,1.1,4.9,Partly Cloudy
278,2024-04-02,Green Valley,15.9,53.1,0.0,23.3,Sunny
279,2024-04-02,Harbor Town,14.8,28.2,0.0,8.0,Cloudy
280,2024-04-03,Metro City,12.6,41.0,0.5,7.6,Sunny
281,2024-04-03,Green Valley,18.7,37.6,0.0,12.2,Sunny
282,2024-04-03,Harbor Town,18.5,31.2,0.0,0.0,Sunny
283,2024-04-04,Metro City,16.4,43.8,0.0,9.5,Partly Cloudy
284,2024-04-04,Green Valley,19.8,40.6,0.0,11.5,Sunny
285,2024-04-04,Harbor Town,15.0,31.4,2.9,6.8,Rain
286,2024-04-05,Metro City,17.2,28.5,0.0,21.1,Partly Cloudy
287,2024-04-05,Green Valley,21.8,21.3,0.0,19.1,Partly Cloudy
288,2024-04-05,Harbor Town,12.1,32.4,0.0,17.8,Cloudy
289,2024-04-06,Metro City,17.3,30.9,0.0,6.8,Partly Cloudy
290,2024-04-06,Green Valley,16.4,45.4,0.0,22.9,Sunny
291,2024-04-06,Harbor Town,11.2,31.5,0.0,15.7,Sunny
292,2024-04-07,Metro City,21.7,25.6,0.0,10.4,Sunny
293,2024-04-07,Green Valley,26.7,28.0,1.8,25.6,Cloudy
294,2024-04-07,Harbor Town,21.1,30.2,0.0,15.4,Partly Cloudy
295,2024-04-08,Metro City,17.0,32.6,0.0,0.8,Partly Cloudy
296,2024-04-08,Green Valley,18.1,45.7,0.0,17.1,Cloudy
297,2024-04-08,Harbor Town,17.0,48.5,0.0,24.8,Partly Cloudy
298,2024-04-09,Metro City,17.3,50.0,2.7,7.6,Rain
299,2024-04-09,Green Valley,23.7,31.5,0.0,6.5,Sunny
300,2024-04-09,Harbor Town,20.2,44.0,1.0,6.1,Partly Cloudy
301,2024-04-10,Metro City,20.2,64.5,0.0,25.4,Sunny
302,2024-04-10,Green Valley,22.6,45.3,0.0,18.6,Sunny
303,2024-04-10,Harbor Town,19.8,24.5,0.0,9.0,Sunny
304,2024-04-11,Metro City,18.6,51.0,0.0,20.6,Sunny
305,2024-04-11,Green Valley,24.6,34.3,0.2,8.9,Sunny
306,2024-04-11,Harbor Town,19.1,38.4,0.0,26.5,Sunny
307,2024-04-12,Metro City,17.2,44.7,0.0,18.8,Sunny
308,2024-04-12,Green Valley,21.1,39.8,0.0,17.0,Partly Cloudy
309,2024-04-12,Harbor Town,19.1,37.5,0.0,14.7,Sunny
310,2024-04-13,Metro City,20.0,34.1,0.0,20.2,Sunny
311,2024-04-13,Green Valley,20.5,51.7,4.7,7.9,Rain
312,2024-04-13,Harbor Town,17.4,29.0,0.0,24.2,Cloudy
313,2024-04-14,Metro City,25.2,44.2,0.0,12.6,Sunny
314,2024-04-14,Green Valley,25.0,33.9,0.0,17.6,Sunny
315,2024-04-14,Harbor Town,16.8,47.7,0.0,16.1,Cloudy
316,2024-04-15,Metro City,16.8,47.6,0.0,22.8,Sunny
317,2024-04-15,Green Valley,21.7,29.1,0.0,43.6,Sunny
318,2024-04-15,Harbor Town,15.8,42.0,0.0,14.9,Sunny
319,2024-04-16,Metro City,15.7,46.3,3.0,0.4,Rain
320,2024-04-16,Green Valley,22.8,41.9,0.9,8.8,Sunny
321,2024-04-16,Harbor Town,18.6,34.5,0.0,18.2,Sunny
322,2024-04-17,Metro City,21.6,20.4,0.0,15.3,Partly Cloudy
323,2024-04-17,Green Valley,27.4,36.9,2.4,22.4,Rain
324,2024-04-17,Harbor Town,21.9,48.7,2.5,19.9,Rain
325,2024-04-18,Metro City,17.3,21.8,1.2,12.5,Sunny
326,2024-04-18,Green Valley,23.0,24.9,0.0,15.9,Partly Cloudy
327,2024-04-18,Harbor Town,20.7,47.0,0.5,25.6,Cloudy
328,2024-04-19,Metro City,21.4,34.2,0.0,17.8,Partly Cloudy
329,2024-04-19,Green Valley,27.3,31.5,0.0,4.8,Sunny
330,2024-04-19,Harbor Town,17.1,31.3,0.0,5.9,Sunny
331,2024-04-20,Metro City,19.6,25.3,2.4,0.2,Rain
332,2024-04-20,Green Valley,23.5,47.0,0.0,19.3,Sunny
333,2024-04-20,Harbor Town,15.8,46.3,0.4,17.7,Sunny
334,2024-04-21,Metro City,23.3,58.2,0.7,20.0,Partly Cloudy
335,2024-04-21,Green Valley,23.1,48.3,0.0,22.5,Sunny
336,2024-04-21,Harbor Town,19.6,50.2,0.0,9.7,Sunny
337,2024-04-22,Metro City,22.7,27.4,0.0,21.1,Sunny
338,2024-04-22,Green Valley,26.5,32.8,0.1,13.6,Cloudy
339,2024-04-22,Harbor Town,17.9,20.0,0.0,11.3,Sunny
340,2024-04-23,Metro City,21.2,54.8,0.0,19.6,Partly Cloudy
341,2024-04-23,Green Valley,20.4,27.4,0.0,17.8,Sunny
342,2024-04-23,Harbor Town,20.5,67.4,0.0,11.2,Sunny
343,2024-04-24,Metro City,19.0,43.3,0.0,0.0,Cloudy
344,2024-04-24,Green Valley,24.4,46.7,2.6,12.4,Rain
345,2024-04-24,Harbor Town,16.4,65.3,0.4,6.7,Sunny
346,2024-04-25,Metro City,20.5,27.0,0.0,13.7,Cloudy
347,2024-04-25,Green Valley,23.3,31.0,1.0,11.6,Partly Cloudy
348,2024-04-25,Harbor Town,14.7,56.8,0.6,18.0,Sunny
349,2024-04-26,Metro City,22.1,26.3,6.3,22.3,Rain
350,2024-04-26,Green Valley,29.2,53.8,0.0,4.3,Partly Cloudy
351,2024-04-26,Harbor Town,20.2,32.5,0.0,14.4,Sunny
352,2024-04-27,Metro City,21.3,47.8,3.0,11.5,Rain
353,2024-04-27,Green Valley,28.5,42.1,0.0,15.8,Sunny
354,2024-04-27,Harbor Town,20.3,48.3,1.1,14.0,Sunny
355,2024-04-28,Metro City,23.7,47.0,2.8,13.8,Rain
356,2024-04-28,Green Valley,28.9,41.0,0.0,4.2,Sunny
357,2024-04-28,Harbor Town,17.4,20.0,0.0,23.3,Cloudy
358,2024-04-29,Metro City,23.5,46.7,1.2,12.9,Partly Cloudy
359,2024-04-29,Green Valley,29.0,43.5,0.0,26.5,Partly Cloudy
360,2024-04-29,Harbor Town,19.2,44.8,0.0,17.1,Cloudy
361,2024-04-30,Metro City,22.9,43.5,0.5,16.3,Partly Cloudy
362,2024-04-30,Green Valley,27.0,50.3,0.0,19.8,Sunny
363,2024-04-30,Harbor Town,18.3,34.4,0.8,21.2,Sunny
364,2024-05-01,Metro City,24.0,56.0,0.0,22.7,Partly Cloudy
365,2024-05-01,Green Valley,19.6,39.4,8.2,9.8,Rain
366,2024-05-01,Harbor Town,19.1,28.8,0.0,20.0,Partly Cloudy
367,2024-05-02,Metro City,23.6,48.7,0.0,17.6,Sunny
368,2024-05-02,Green Valley,27.4,29.8,0.0,14.0,Cloudy
369,2024-05-02,Harbor Town,21.0,50.9,0.0,4.7,Sunny
370,2024-05-03,Metro City,26.1,41.9,0.0,18.9,Partly Cloudy
371,2024-05-03,Green Valley,27.6,29.6,0.0,3.0,Sunny
372,2024-05-03,Harbor Town,21.4,45.1,1.7,0.2,Partly Cloudy
373,2024-05-04,Metro City,25.3,48.0,0.0,25.9,Cloudy
374,2024-05-04,Green Valley,24.1,43.3,0.0,19.4,Sunny
