date,store_id,store_name,city,unique_products_sold,total_ordered_kg,total_sold_kg,total_wasted_kg,revenue,waste_cost,temperature_c,had_event,day_of_week,month
2024-01-04,2,FreshMart Uptown,Metro City,65,2728.4,2368.5,281.2,7801.22,512.17,-4.8,0,3,1
2024-01-04,3,GreenGrocer Central,Metro City,76,2751.4,2352.9,328.9,7029.86,485.03,-4.8,0,3,1
2024-01-04,4,SuperSave East,Metro City,49,2469.7,2092.8,235.6,6973.74,429.84,-4.8,0,3,1
2024-01-04,5,FreshMart Valley,Green Valley,69,2919.2,2547.1,264.8,7402.07,437.3,10.9,0,3,1
2024-01-04,6,Nature's Best,Green Valley,40,1452.3,1283.0,144.0,4002.71,244.46,10.9,0,3,1
2024-01-04,7,Valley Organics,Green Valley,64,1756.6,1543.4,182.0,4893.59,308.14,10.9,0,3,1
2024-01-04,8,Harbor Fresh,Harbor Town,33,1539.6,1315.4,180.8,4265.63,317.96,3.2,0,3,1
2024-01-04,9,Seaside Market,Harbor Town,43,2064.2,1792.8,216.6,5629.49,379.64,3.2,0,3,1
2024-01-04,10,Dock Street Grocery,Harbor Town,69,2342.5,2049.9,218.1,6307.45,444.85,3.2,0,3,1
2024-01-05,1,FreshMart Downtown,Metro City,38,2094.6,1793.0,248.3,4925.78,349.44,0.8,0,4,1
2024-01-05,2,FreshMart Uptown,Metro City,48,1848.0,1581.5,166.7,5000.77,314.09,0.8,0,4,1
2024-01-05,3,GreenGrocer Central,Metro City,39,1597.3,1380.5,154.1,3847.73,204.98,0.8,0,4,1
2024-01-05,4,SuperSave East,Metro City,39,2784.4,2348.9,313.9,6795.59,533.91,0.8,0,4,1
2024-01-05,5,FreshMart Valley,Green Valley,75,3566.3,3083.5,366.4,9471.88,643.88,9.2,0,4,1
2024-01-05,6,Nature's Best,Green Valley,64,2586.4,2211.4,274.7,6727.33,452.71,9.2,0,4,1
2024-01-05,7,Valley Organics,Green Valley,33,1077.8,930.3,117.7,2824.04,178.7,9.2,0,4,1
2024-01-05,8,Harbor Fresh,Harbor Town,42,1988.8,1781.8,140.3,5421.89,294.04,3.1,0,4,1
2024-01-05,9,Seaside Market,Harbor Town,42,2023.4,1779.9,182.3,5372.37,315.06,3.1,0,4,1
2024-01-05,10,Dock Street Grocery,Harbor Town,40,1197.4,1046.8,109.3,3994.05,252.73,3.1,0,4,1
2024-01-06,1,FreshMart Downtown,Metro City,77,4789.3,4161.2,449.7,12256.68,745.42,-3.9,0,5,1
2024-01-06,2,FreshMart Uptown,Metro City,44,2218.4,1976.6,163.7,5529.16,254.32,-3.9,0,5,1
2024-01-06,3,GreenGrocer Central,Metro City,52,2174.3,1890.1,233.3,6405.98,458.68,-3.9,0,5,1
2024-01-06,4,SuperSave East,Metro City,56,4326.9,3805.4,400.9,12294.62,752.32,-3.9,0,5,1
2024-01-06,5,FreshMart Valley,Green Valley,32,1590.7,1360.3,164.6,4144.42,312.37,7.1,0,5,1
2024-01-06,6,Nature's Best,Green Valley,34,1649.8,1434.1,156.0,5087.86,294.43,7.1,0,5,1
2024-01-06,7,Valley Organics,Green Valley,35,1092.3,942.8,116.6,3304.64,246.43,7.1,0,5,1
2024-01-06,8,Harbor Fresh,Harbor Town,75,4921.6,4370.6,441.4,13406.65,738.28,3.6,0,5,1
2024-01-06,9,Seaside Market,Harbor Town,50,2670.0,2297.8,232.1,6853.04,382.06,3.6,0,5,1
2024-01-06,10,Dock Street Grocery,Harbor Town,76,3770.4,3299.2,354.8,9385.93,589.02,3.6,0,5,1
2024-01-07,1,FreshMart Downtown,Metro City,58,3716.3,3183.3,400.5,11451.65,765.08,-2.8,0,6,1
2024-01-07,2,FreshMart Uptown,Metro City,74,3932.0,3382.8,400.2,10206.7,721.21,-2.8,0,6,1
2024-01-07,3,GreenGrocer Central,Metro City,65,2812.0,2411.6,303.6,7889.04,484.51,-2.8,0,6,1
2024-01-07,4,SuperSave East,Metro City,34,2331.1,1988.1,271.5,6645.62,475.02,-2.8,0,6,1
2024-01-07,5,FreshMart Valley,Green Valley,39,2098.4,1767.9,221.2,6036.81,465.63,13.5,0,6,1
2024-01-07,6,Nature's Best,Green Valley,41,1805.6,1572.7,176.3,4690.96,298.46,13.5,0,6,1
2024-01-07,7,Valley Organics,Green Valley,62,2422.1,2085.3,243.5,6076.03,385.45,13.5,0,6,1
2024-01-07,8,Harbor Fresh,Harbor Town,66,4165.3,3485.0,560.5,11692.2,1086.92,5.9,0,6,1
2024-01-07,9,Seaside Market,Harbor Town,61,3272.1,2886.0,321.9,8173.22,524.58,5.9,0,6,1
2024-01-07,10,Dock Street Grocery,Harbor Town,59,2251.0,1938.7,214.3,5954.92,338.15,5.9,0,6,1
2024-01-08,1,FreshMart Downtown,Metro City,37,1487.6,1284.7,151.7,4307.58,303.52,-4.0,0,0,1
2024-01-08,2,FreshMart Uptown,Metro City,50,1895.4,1649.7,182.0,4390.29,277.2,-4.0,0,0,1
2024-01-08,3,GreenGrocer Central,Metro City,36,1004.5,881.4,83.3,2933.62,209.34,-4.0,0,0,1
2024-01-08,4,SuperSave East,Metro City,80,4274.3,3751.3,355.3,10812.91,631.69,-4.0,0,0,1
2024-01-08,5,FreshMart Valley,Green Valley,44,1255.2,1099.0,116.1,3659.39,225.5,6.7,0,0,1
2024-01-08,6,Nature's Best,Green Valley,51,1627.3,1409.4,175.7,4470.73,334.25,6.7,0,0,1
2024-01-08,7,Valley Organics,Green Valley,76,1750.3,1520.5,171.0,4952.67,320.99,6.7,0,0,1
2024-01-08,8,Harbor Fresh,Harbor Town,37,1504.4,1282.7,154.0,4498.64,310.85,5.8,0,0,1
2024-01-08,9,Seaside Market,Harbor Town,63,2012.2,1741.2,209.2,6134.6,433.01,5.8,0,0,1
2024-01-08,10,Dock Street Grocery,Harbor Town,75,2132.4,1873.1,209.0,6257.38,363.76,5.8,0,0,1
2024-01-09,1,FreshMart Downtown,Metro City,40,2048.0,1837.3,174.6,5573.11,311.9,0.7,0,1,1
2024-01-09,2,FreshMart Uptown,Metro City,75,3197.0,2755.2,332.3,8836.53,631.84,0.7,0,1,1
2024-01-09,3,GreenGrocer Central,Metro City,57,1912.1,1618.0,214.4,5544.63,433.61,0.7,0,1,1
2024-01-09,4,SuperSave East,Metro City,50,3355.1,2828.0,392.4,8768.8,742.74,0.7,0,1,1
2024-01-09,5,FreshMart Valley,Green Valley,57,2190.5,1955.2,168.9,5718.1,304.83,9.4,0,1,1
2024-01-09,6,Nature's Best,Green Valley,38,1289.2,1110.9,136.7,3343.77,216.38,9.4,0,1,1
2024-01-09,7,Valley Organics,Green Valley,65,1771.1,1536.1,163.4,4618.8,239.14,9.4,0,1,1
2024-01-09,8,Harbor Fresh,Harbor Town,31,1815.0,1523.5,244.5,4577.48,395.08,0.6,0,1,1
2024-01-09,9,Seaside Market,Harbor Town,73,3048.4,2658.2,289.3,9133.46,557.02,0.6,0,1,1
2024-01-09,10,Dock Street Grocery,Harbor Town,46,1622.0,1374.2,193.2,4427.37,336.36,0.6,0,1,1
2024-01-10,1,FreshMart Downtown,Metro City,48,2132.4,1846.0,196.1,5634.11,396.25,-2.5,0,2,1
2024-01-10,2,FreshMart Uptown,Metro City,36,1489.1,1305.9,122.5,3855.75,202.18,-2.5,0,2,1
2024-01-10,3,GreenGrocer Central,Metro City,63,2196.6,1928.8,177.3,5840.01,312.03,-2.5,0,2,1
2024-01-10,4,SuperSave East,Metro City,80,5117.1,4509.9,399.0,13175.87,728.84,-2.5,0,2,1
2024-01-10,5,FreshMart Valley,Green Valley,47,1858.7,1622.0,187.9,5623.27,318.39,10.3,0,2,1
2024-01-10,6,Nature's Best,Green Valley,57,2064.8,1816.0,167.9,5573.69,308.08,10.3,0,2,1
2024-01-10,7,Valley Organics,Green Valley,63,1854.2,1606.6,177.6,4464.54,279.54,10.3,0,2,1
2024-01-10,8,Harbor Fresh,Harbor Town,68,3033.6,2629.5,273.1,8165.12,524.22,8.9,0,2,1
2024-01-10,9,Seaside Market,Harbor Town,40,1744.3,1487.1,202.8,3416.98,263.61,8.9,0,2,1
2024-01-10,10,Dock Street Grocery,Harbor Town,61,1965.1,1723.8,192.8,5648.39,370.07,8.9,0,2,1
2024-01-11,1,FreshMart Downtown,Metro City,56,2608.9,2263.5,241.7,6360.9,413.01,-5.3,0,3,1
2024-01-11,2,FreshMart Uptown,Metro City,37,1717.4,1495.4,161.3,5087.4,303.98,-5.3,0,3,1
2024-01-11,3,GreenGrocer Central,Metro City,62,2290.3,2002.0,203.9,5779.93,326.2,-5.3,0,3,1
2024-01-11,4,SuperSave East,Metro City,67,3727.0,3285.2,345.2,10103.89,575.44,-5.3,0,3,1
2024-01-11,5,FreshMart Valley,Green Valley,30,1455.8,1221.8,214.3,2996.55,275.02,6.6,0,3,1
2024-01-11,6,Nature's Best,Green Valley,68,2391.2,2103.8,237.0,6942.56,478.23,6.6,0,3,1
2024-01-11,7,Valley Organics,Green Valley,30,893.7,791.2,64.7,2317.0,102.53,6.6,0,3,1
2024-01-11,8,Harbor Fresh,Harbor Town,71,3322.5,2871.6,333.4,8463.79,530.95,9.7,0,3,1
2024-01-11,9,Seaside Market,Harbor Town,77,2961.4,2649.1,257.4,8609.13,506.93,9.7,0,3,1
2024-01-11,10,Dock Street Grocery,Harbor Town,74,2537.0,2198.7,253.6,7304.69,513.17,9.7,0,3,1
2024-01-12,1,FreshMart Downtown,Metro City,39,2146.7,1843.3,222.7,5703.57,396.63,-6.4,0,4,1
2024-01-12,2,FreshMart Uptown,Metro City,39,1623.1,1401.7,135.9,4236.89,251.56,-6.4,0,4,1
2024-01-12,3,GreenGrocer Central,Metro City,77,2829.1,2484.6,202.2,7907.57,386.71,-6.4,0,4,1
2024-01-12,4,SuperSave East,Metro City,36,2809.6,2470.2,213.4,6357.23,354.56,-6.4,0,4,1
2024-01-12,5,FreshMart Valley,Green Valley,71,3253.4,2874.4,281.2,8494.47,439.1,8.7,0,4,1
2024-01-12,6,Nature's Best,Green Valley,44,1718.5,1505.0,175.2,4739.88,323.99,8.7,0,4,1
2024-01-12,7,Valley Organics,Green Valley,51,1697.8,1484.6,149.0,4427.81,236.72,8.7,0,4,1
2024-01-12,8,Harbor Fresh,Harbor Town,76,4174.7,3613.9,381.7,11142.45,651.95,0.4,0,4,1
2024-01-12,9,Seaside Market,Harbor Town,76,3484.0,3057.3,286.6,8986.17,491.32,0.4,0,4,1
2024-01-12,10,Dock Street Grocery,Harbor Town,50,2299.0,1992.6,248.4,5432.03,386.8,0.4,0,4,1
2024-01-13,1,FreshMart Downtown,Metro City,63,3959.0,3469.7,352.2,10257.69,598.61,-2.6,0,5,1
2024-01-13,2,FreshMart Uptown,Metro City,68,3414.3,2977.7,316.3,9814.82,621.4,-2.6,0,5,1
2024-01-13,3,GreenGrocer Central,Metro City,47,2415.9,2098.7,240.3,6347.24,381.59,-2.6,0,5,1
2024-01-13,4,SuperSave East,Metro City,57,4496.8,3976.2,364.1,11178.17,568.99,-2.6,0,5,1
2024-01-13,5,FreshMart Valley,Green Valley,31,1815.6,1574.8,187.4,5057.34,331.66,6.5,0,5,1
2024-01-13,6,Nature's Best,Green Valley,34,1507.0,1317.0,162.0,4396.71,315.33,6.5,0,5,1
2024-01-13,7,Valley Organics,Green Valley,64,2737.4,2381.1,278.4,7083.72,487.16,6.5,0,5,1
2024-01-13,8,Harbor Fresh,Harbor Town,71,3898.2,3371.1,376.7,11147.95,749.98,8.6,0,5,1
2024-01-13,9,Seaside Market,Harbor Town,61,3220.5,2804.3,294.8,8294.32,458.3,8.6,0,5,1
2024-01-13,10,Dock Street Grocery,Harbor Town,55,2135.7,1856.7,199.3,6347.35,359.6,8.6,0,5,1
2024-01-14,1,FreshMart Downtown,Metro City,61,3858.7,3320.4,351.1,11189.39,703.87,-2.0,0,6,1
2024-01-14,2,FreshMart Uptown,Metro City,33,1781.2,1558.7,140.2,4749.74,223.69,-2.0,0,6,1
2024-01-14,3,GreenGrocer Central,Metro City,52,2525.3,2139.1,334.8,6678.85,610.04,-2.0,0,6,1
2024-01-14,4,SuperSave East,Metro City,78,6183.0,5318.1,538.9,16506.02,966.27,-2.0,0,6,1
2024-01-14,5,FreshMart Valley,Green Valley,49,2396.1,2056.3,252.0,6899.61,547.37,7.4,0,6,1
2024-01-14,6,Nature's Best,Green Valley,37,2140.9,1860.9,214.8,4881.69,356.11,7.4,0,6,1
2024-01-14,7,Valley Organics,Green Valley,45,1573.9,1360.6,183.2,4118.86,278.54,7.4,0,6,1
2024-01-14,8,Harbor Fresh,Harbor Town,53,3367.7,2928.7,336.7,9342.87,622.32,1.5,0,6,1
2024-01-14,9,Seaside Market,Harbor Town,46,2088.9,1802.5,196.7,5524.25,304.11,1.5,0,6,1
2024-01-14,10,Dock Street Grocery,Harbor Town,71,3164.2,2748.3,281.1,9068.6,490.08,1.5,0,6,1
2024-01-15,1,FreshMart Downtown,Metro City,78,3433.1,2911.1,383.0,8511.79,629.83,-0.7,0,0,1
2024-01-15,2,FreshMart Uptown,Metro City,60,1838.9,1580.7,200.7,5321.45,364.62,-0.7,0,0,1
2024-01-15,3,GreenGrocer Central,Metro City,32,1002.9,884.3,92.7,2349.34,144.47,-0.7,0,0,1
2024-01-15,4,SuperSave East,Metro City,65,3353.1,2886.4,320.3,8311.14,524.46,-0.7,0,0,1
2024-01-15,5,FreshMart Valley,Green Valley,51,1885.3,1611.5,246.6,4831.24,400.28,8.0,0,0,1
2024-01-15,6,Nature's Best,Green Valley,74,2218.8,1949.3,214.0,6526.82,407.14,8.0,0,0,1
2024-01-15,7,Valley Organics,Green Valley,39,930.5,806.0,93.4,2490.36,181.81,8.0,0,0,1
2024-01-15,8,Harbor Fresh,Harbor Town,46,1853.4,1584.7,189.4,4493.68,314.14,8.8,0,0,1
2024-01-15,9,Seaside Market,Harbor Town,80,2653.2,2266.7,309.9,7191.65,608.64,8.8,0,0,1
2024-01-15,10,Dock Street Grocery,Harbor Town,56,1629.1,1449.7,125.2,3966.19,176.2,8.8,0,0,1
2024-01-16,1,FreshMart Downtown,Metro City,44,1956.2,1698.0,163.5,5131.44,329.01,-4.4,0,1,1
2024-01-16,2,FreshMart Uptown,Metro City,52,2148.6,1856.9,185.3,5176.28,303.48,-4.4,0,1,1
2024-01-16,3,GreenGrocer Central,Metro City,41,1363.8,1187.7,136.7,3824.66,268.48,-4.4,0,1,1
2024-01-16,4,SuperSave East,Metro City,67,4314.4,3706.0,441.3,11406.61,723.68,-4.4,0,1,1
2024-01-16,5,FreshMart Valley,Green Valley,39,1552.2,1382.4,114.6,4445.06,197.92,10.6,0,1,1
2024-01-16,6,Nature's Best,Green Valley,69,2375.1,2057.8,244.2,6333.66,455.46,10.6,0,1,1
2024-01-16,7,Valley Organics,Green Valley,57,1589.8,1390.5,162.8,4373.79,257.65,10.6,0,1,1
2024-01-16,8,Harbor Fresh,Harbor Town,46,2285.0,1979.9,233.5,6283.8,361.43,8.8,0,1,1
2024-01-16,9,Seaside Market,Harbor Town,49,2077.1,1806.6,202.3,5399.91,302.01,8.8,0,1,1
2024-01-16,10,Dock Street Grocery,Harbor Town,34,1016.4,891.4,90.7,3014.58,179.74,8.8,0,1,1
2024-01-17,1,FreshMart Downtown,Metro City,61,2864.0,2470.7,290.8,6923.31,440.19,2.1,1,2,1
2024-01-17,2,FreshMart Uptown,Metro City,76,2665.7,2354.7,213.8,7733.1,351.96,2.1,1,2,1
2024-01-17,3,GreenGrocer Central,Metro City,71,2371.9,2045.8,242.8,6933.88,450.55,2.1,1,2,1
2024-01-17,4,SuperSave East,Metro City,80,5218.6,4482.6,567.1,13233.58,836.05,2.1,1,2,1
2024-01-17,5,FreshMart Valley,Green Valley,33,1780.1,1524.7,155.2,4565.69,287.4,1.8,0,2,1
2024-01-17,6,Nature's Best,Green Valley,63,2508.5,2206.1,228.2,6618.04,411.41,1.8,0,2,1
2024-01-17,7,Valley Organics,Green Valley,52,1571.9,1324.6,157.9,3759.66,239.29,1.8,0,2,1
2024-01-17,8,Harbor Fresh,Harbor Town,66,3125.7,2697.6,345.3,8607.55,622.22,7.6,0,2,1
2024-01-17,9,Seaside Market,Harbor Town,32,1439.3,1249.8,161.3,4201.92,318.48,7.6,0,2,1
2024-01-17,10,Dock Street Grocery,Harbor Town,66,2117.2,1834.2,231.0,5780.96,387.14,7.6,0,2,1
2024-01-18,1,FreshMart Downtown,Metro City,57,2720.8,2373.5,240.1,6791.56,414.15,-0.7,0,3,1
2024-01-18,2,FreshMart Uptown,Metro City,32,1386.7,1231.2,77.8,3647.01,163.1,-0.7,0,3,1
2024-01-18,3,GreenGrocer Central,Metro City,34,1307.9,1111.0,153.8,3188.41,252.72,-0.7,0,3,1
2024-01-18,4,SuperSave East,Metro City,65,3825.9,3283.9,377.9,10858.8,701.25,-0.7,0,3,1
2024-01-18,5,FreshMart Valley,Green Valley,46,2057.7,1802.0,181.8,5522.98,295.52,10.7,0,3,1
2024-01-18,6,Nature's Best,Green Valley,71,2748.3,2353.1,322.9,7208.88,586.32,10.7,0,3,1
2024-01-18,7,Valley Organics,Green Valley,36,909.5,793.5,100.9,2545.82,152.68,10.7,0,3,1
2024-01-18,8,Harbor Fresh,Harbor Town,57,2494.9,2104.4,303.3,6800.85,487.26,5.8,0,3,1
2024-01-18,9,Seaside Market,Harbor Town,32,1187.8,1041.5,95.7,2656.77,119.71,5.8,0,3,1
2024-01-18,10,Dock Street Grocery,Harbor Town,57,1978.6,1717.3,197.8,5261.69,301.34,5.8,0,3,1
2024-01-19,1,FreshMart Downtown,Metro City,78,4268.8,3728.3,378.7,12398.61,808.45,-2.3,0,4,1
2024-01-19,2,FreshMart Uptown,Metro City,56,2211.9,1978.3,156.2,6169.47,318.44,-2.3,0,4,1
2024-01-19,3,GreenGrocer Central,Metro City,75,2705.6,2382.1,226.5,7273.12,387.69,-2.3,0,4,1
2024-01-19,4,SuperSave East,Metro City,32,2223.2,1910.9,222.9,5388.98,361.05,-2.3,0,4,1
2024-01-19,5,FreshMart Valley,Green Valley,39,1656.5,1434.7,135.1,5124.9,281.78,6.6,0,4,1
2024-01-19,6,Nature's Best,Green Valley,73,2650.1,2305.9,241.3,7015.32,420.98,6.6,0,4,1
2024-01-19,7,Valley Organics,Green Valley,52,1673.6,1428.2,189.6,4594.47,332.67,6.6,0,4,1
2024-01-19,8,Harbor Fresh,Harbor Town,67,3464.4,3014.3,307.6,9065.62,589.36,9.8,0,4,1
2024-01-19,9,Seaside Market,Harbor Town,34,1312.0,1149.0,114.4,3762.79,203.89,9.8,0,4,1
2024-01-19,10,Dock Street Grocery,Harbor Town,49,1701.7,1480.4,161.7,5161.18,323.95,9.8,0,4,1
2024-01-20,1,FreshMart Downtown,Metro City,65,4101.7,3639.9,284.0,10996.13,555.06,-1.2,0,5,1
2024-01-20,2,FreshMart Uptown,Metro City,76,3723.1,3241.2,362.4,10311.83,648.01,-1.2,0,5,1
2024-01-20,3,GreenGrocer Central,Metro City,77,3307.1,2876.5,291.0,9424.6,501.77,-1.2,0,5,1
2024-01-20,4,SuperSave East,Metro City,52,3870.2,3315.7,353.2,12381.61,707.55,-1.2,0,5,1
2024-01-20,5,FreshMart Valley,Green Valley,71,4001.5,3469.8,402.6,10652.94,622.48,9.1,0,5,1
2024-01-20,6,Nature's Best,Green Valley,64,2885.6,2535.4,284.8,8134.96,505.33,9.1,0,5,1
2024-01-20,7,Valley Organics,Green Valley,44,1576.6,1369.1,143.5,4335.82,261.58,9.1,0,5,1
2024-01-20,8,Harbor Fresh,Harbor Town,77,4794.0,4198.6,482.4,13562.17,1008.94,9.9,0,5,1
2024-01-20,9,Seaside Market,Harbor Town,31,1556.0,1355.1,171.1,4365.36,331.68,9.9,0,5,1
2024-01-20,10,Dock Street Grocery,Harbor Town,46,2133.3,1858.1,266.9,5185.54,394.2,9.9,0,5,1
2024-01-21,1,FreshMart Downtown,Metro City,44,2843.5,2447.8,336.7,6731.37,475.49,4.7,0,6,1
2024-01-21,2,FreshMart Uptown,Metro City,60,2545.6,2206.8,272.5,6496.83,392.54,4.7,0,6,1
2024-01-21,3,GreenGrocer Central,Metro City,42,1397.4,1189.6,100.6,3521.84,231.73,4.7,0,6,1
2024-01-21,4,SuperSave East,Metro City,49,3224.0,2858.3,279.0,8614.01,514.78,4.7,0,6,1
2024-01-21,5,FreshMart Valley,Green Valley,36,1791.1,1525.9,200.9,5224.46,322.56,7.5,0,6,1
2024-01-21,6,Nature's Best,Green Valley,53,2711.7,2336.6,279.8,6922.79,457.8,7.5,0,6,1
2024-01-21,7,Valley Organics,Green Valley,79,2779.0,2423.7,276.7,7490.25,432.29,7.5,0,6,1
2024-01-21,8,Harbor Fresh,Harbor Town,47,2637.7,2280.5,225.1,7762.73,402.28,5.6,1,6,1
2024-01-21,9,Seaside Market,Harbor Town,51,2657.3,2282.4,268.3,7545.16,460.15,5.6,1,6,1
2024-01-21,10,Dock Street Grocery,Harbor Town,39,1639.4,1393.0,169.0,5162.66,285.37,5.6,1,6,1
2024-01-22,1,FreshMart Downtown,Metro City,33,1278.1,1126.2,135.3,3734.07,220.26,0.8,0,0,1
2024-01-22,2,FreshMart Uptown,Metro City,57,1771.1,1532.3,155.3,4821.16,287.1,0.8,0,0,1
2024-01-22,3,GreenGrocer Central,Metro City,53,1399.1,1205.2,113.3,3536.79,230.12,0.8,0,0,1
2024-01-22,4,SuperSave East,Metro City,48,2232.3,1955.3,195.0,5990.21,316.8,0.8,0,0,1
2024-01-22,5,FreshMart Valley,Green Valley,66,1976.5,1681.3,193.5,6128.28,445.14,10.6,0,0,1
2024-01-22,6,Nature's Best,Green Valley,54,1796.8,1495.1,237.6,4210.92,354.51,10.6,0,0,1
2024-01-22,7,Valley Organics,Green Valley,33,826.1,720.7,84.4,2105.91,156.57,10.6,0,0,1
2024-01-22,8,Harbor Fresh,Harbor Town,69,2788.4,2396.2,309.5,7650.62,567.43,6.1,0,0,1
2024-01-22,9,Seaside Market,Harbor Town,45,1470.1,1287.6,119.3,3937.74,229.98,6.1,0,0,1
2024-01-22,10,Dock Street Grocery,Harbor Town,67,1702.2,1456.5,183.0,4857.49,351.88,6.1,0,0,1
2024-01-23,1,FreshMart Downtown,Metro City,30,1510.9,1361.0,110.3,4430.89,260.32,3.6,0,1,1
2024-01-23,2,FreshMart Uptown,Metro City,30,1115.8,980.3,88.4,2980.38,174.03,3.6,0,1,1
2024-01-23,3,GreenGrocer Central,Metro City,77,2620.3,2277.4,263.3,7408.68,504.52,3.6,0,1,1
2024-01-23,4,SuperSave East,Metro City,55,3245.1,2831.5,355.0,8949.33,624.43,3.6,0,1,1
2024-01-23,5,FreshMart Valley,Green Valley,71,2930.2,2539.6,303.5,8217.88,538.58,11.1,0,1,1
2024-01-23,6,Nature's Best,Green Valley,42,1529.0,1322.8,150.1,4452.33,299.05,11.1,0,1,1
2024-01-23,7,Valley Organics,Green Valley,32,823.5,713.6,93.1,2731.86,199.22,11.1,0,1,1
2024-01-23,8,Harbor Fresh,Harbor Town,38,1773.8,1544.4,195.0,4553.29,337.92,4.3,0,1,1
2024-01-23,9,Seaside Market,Harbor Town,57,2565.0,2244.5,215.0,7234.62,446.63,4.3,0,1,1
2024-01-23,10,Dock Street Grocery,Harbor Town,80,3015.1,2560.2,341.7,7652.95,541.89,4.3,0,1,1
2024-01-24,1,FreshMart Downtown,Metro City,34,1460.1,1301.6,107.0,3963.19,189.62,3.8,0,2,1
2024-01-24,2,FreshMart Uptown,Metro City,33,1006.0,881.9,72.6,2698.42,132.26,3.8,0,2,1
2024-01-24,3,GreenGrocer Central,Metro City,40,1319.3,1140.5,116.6,3410.73,205.7,3.8,0,2,1
2024-01-24,4,SuperSave East,Metro City,30,1742.9,1523.8,122.2,4123.02,229.57,3.8,0,2,1
2024-01-24,5,FreshMart Valley,Green Valley,66,2766.8,2377.0,287.3,7600.14,561.08,12.9,0,2,1
2024-01-24,6,Nature's Best,Green Valley,69,2434.8,2113.9,204.0,6914.06,440.53,12.9,0,2,1
